Open,High,Low,Close,Adj Close,Volume
8099.899901999999,8122.700195,8049.850098000001,8086.850098000001,8086.850098000001,126000.0
8132.950195,8180.200195,8126.149901999999,8173.899901999999,8173.899901999999,120700.0
8161.899901999999,8174.549805,8126.5,8152.950195,8152.950195,104700.0
8135.549805,8135.75,8082.100098000001,8094.100098000001,8094.100098000001,107100.0
8115.149901999999,8127.950195,8057.299805,8085.700195,8085.700195,122800.0
8087.049805,8114.299805,8071.600098000001,8105.5,8105.5,111400.0
8070.350098000001,8077.299805,8030.0,8042.0,8042.0,96500.0
8036.600098000001,8044.899901999999,7925.149901999999,7932.899901999999,7932.899901999999,128000.0
7971.5,7990.649901999999,7936.950195,7975.5,7975.5,123700.0
7950.649901999999,8120.850098000001,7939.700195,8114.75,8114.75,116900.0
8129.399901999999,8160.899901999999,8105.350098000001,8121.450195,8121.450195,161300.0
8084.450195,8159.899901999999,8064.799805,8146.299805,8146.299805,105500.0
8144.399901999999,8159.75,8008.100098000001,8017.549805,8017.549805,140800.0
8015.549805,8042.049805,7950.049805,8002.399901999999,8002.399901999999,182200.0
8003.299805,8019.299805,7877.350098000001,7911.850098000001,7911.850098000001,231900.0
7885.850098000001,7993.299805,7841.799805,7968.850098000001,7968.850098000001,147800.0
7978.450195,7991.75,7934.700195,7958.899901999999,7958.899901999999,97300.0
7948.799805,8030.899901999999,7923.850098000001,7964.799805,7964.799805,141100.0
7960.5,7977.5,7936.700195,7945.549805,7945.549805,113000.0
7897.399901999999,7943.049805,7842.700195,7852.399901999999,7852.399901999999,148200.0
7828.75,7869.899901999999,7815.75,7842.700195,7842.700195,135900.0
7886.5,7972.350098000001,7886.5,7960.549805,7960.549805,123800.0
7911.0,7924.049805,7848.450195,7859.950195,7859.950195,142900.0
7831.0,7901.149901999999,7796.0,7884.25,7884.25,118800.0
7923.25,7928.0,7825.450195,7864.0,7864.0,225500.0
7837.299805,7893.899901999999,7729.649901999999,7748.200195,7748.200195,213500.0
7733.75,7819.200195,7723.850098000001,7779.700195,7779.700195,177600.0
7896.950195,7905.950195,7856.950195,7879.399901999999,7879.399901999999,176200.0
7906.149901999999,7936.600098000001,7874.350098000001,7927.75,7927.75,163400.0
7997.799805,8005.0,7974.549805,7995.899901999999,7995.899901999999,151100.0
8064.350098000001,8064.399901999999,7985.649901999999,7991.700195,7991.700195,132800.0
8002.399901999999,8037.799805,7995.049805,8027.600098000001,8027.600098000001,124100.0
8077.049805,8097.950195,8052.25,8090.450195,8090.450195,148300.0
8085.200195,8181.549805,8085.200195,8169.200195,8169.200195,205700.0
8200.799805,8330.75,8198.049805,8322.200195,8322.200195,176200.0
8348.150391,8350.599609,8297.650391,8324.150391,8324.150391,141100.0
8351.25,8365.549805,8323.5,8338.299805,8338.299805,161600.0
8331.849609,8360.349609,8290.25,8337.0,8337.0,153400.0
8337.799805,8383.049805,8304.450195,8344.25,8344.25,130700.0
8354.099609,8378.700195,8321.849609,8362.650391,8362.650391,122000.0
8378.900391,8415.049805,8370.5,8383.299805,8383.299805,125200.0
8405.25,8408.0,8320.349609,8357.849609,8357.849609,127400.0
8360.700195,8400.650391,8346.799805,8389.900391,8389.900391,146800.0
8378.400391,8438.099609,8349.099609,8430.75,8430.75,113900.0
8441.25,8454.5,8407.25,8425.900391,8425.900391,134700.0
